"date","tmed","tmax","tmin","rhum","vmax","vmed","prec","slp"
1984-12-21,3.9,9.3,0.5,87,4.1,1.2,0,1022.1
1984-12-22,4.9,10,1.8,88,NA,0,0,1026.7
1984-12-23,1.9,6,-2,88,2.9,0.4,0,1029.2
1984-12-24,1,3.2,-2,91,2.9,0.4,0,1022.2
1984-12-25,0.6,4,-1,94,6,2.6,0,1017
1984-12-26,0.3,1.4,-0.4,93,6,2.8,0,1015.8
1984-12-27,0.2,1.1,-0.3,94,NA,0,15,1016.4
1984-12-28,0.4,1.5,-1.6,94,4.1,0.5,0,1024.7
1984-12-29,0.9,6,-3.4,85,2.9,0.8,0,1027.6
1984-12-30,1.4,5.4,-0.3,90,2.9,0.4,0,1027.2
1984-12-31,-1.8,2.6,-7.7,86,2.9,0.7,1,1025.3
1985-01-01,-2.3,1.6,-4.9,79,4.1,0.9,0,1014.6
1985-01-02,-3.5,-2,-5.5,94,7,3.3,0,1004.6
1985-01-03,-3.9,1.4,-7,78,8.9,2,0,1004.5
1985-01-04,-3,3.4,-7.2,59,5.1,1.8,0,1003.6
1985-01-05,-3.5,0.5,-7.5,53,16.9,5,0,1001.6
1985-01-06,-7.3,-2.3,-11.5,73,5.1,0.8,0,1008.2
1985-01-07,-8.8,-2.6,-12.2,80,NA,0,0,1010.3
1985-01-08,-7.1,-5,-9.6,91,11.1,1.3,0.5,1011
1985-01-09,-8.1,-5.5,-11.2,95,4.1,0.9,0,1010.2
1985-01-10,-10,-6.5,-14.4,98,4.1,0.5,0,1016.5
1985-01-11,-8.8,-4.9,-11,98,NA,0,0,1023.7
1985-01-12,-9.7,-5.5,-13.4,97,2.9,0.4,0,1025
1985-01-13,-6.2,-2.8,-11.6,97,5.1,1.1,0.5,1018.6
1985-01-14,-1.8,-1,-3.2,98,NA,0,11.9,1012.2
1985-01-15,-1.4,-1,-2,97,6,1.4,18,1017.8
1985-01-16,0,0.8,-1.5,96,NA,0,36.1,1018.6
1985-01-17,1.2,3.2,0.2,94,NA,0,23.6,1013.5
1985-01-18,0.1,0.5,-0.3,95,NA,0,0.3,1006.5
1985-01-19,0.2,1.5,-1,94,6,1.4,0,1005.6
1985-01-20,1.1,2.1,0.4,94,5.1,1.7,0,1008.8
1985-01-21,1.3,2.1,0.5,97,NA,0,2.3,1012.1
1985-01-22,0.9,1.4,0.4,96,2.9,1.1,16,1010.1
1985-01-23,1.4,2,0.6,94,NA,0,5.1,1008.7
1985-01-24,3.5,9,1,65,18.1,6.4,0,1005.3
1985-01-25,1.8,4.4,0.6,88,4.1,0.8,0,1015.9
1985-01-26,0.6,1,0.4,94,NA,0,13.5,1010.1
1985-01-27,-0.9,0.6,-2.3,96,5.1,2.7,2,1009.8
1985-01-28,-0.8,1,-4.6,94,NA,0,0,1016.3
1985-01-29,1.6,6.5,-1.6,91,5.1,0.6,0.3,1024.2
1985-01-30,-1.4,3.5,-4.3,92,5.1,1.4,0,1025.7
1985-01-31,-1.6,3.2,-6.6,91,NA,0,0,1024.6
1985-02-01,0.2,5.6,-4,88,4.1,0.5,0,1018.8
1985-02-02,5.3,9.8,-2.8,83,15,5.7,0,1014.4
1985-02-03,2.4,7.2,-1,89,8,2.6,0,1016.2
1985-02-04,2.6,5,-1.5,94,4.1,1.6,0,1026.2
1985-02-05,1.4,3,-0.2,94,4.1,0.9,0,1023
1985-02-06,1.5,5.5,-0.5,91,NA,0,0,1017.3
1985-02-07,-0.8,3.4,-4.3,94,2.9,1.1,0,1014.3
1985-02-08,1.3,2.4,-2,95,5.1,1,0.5,1014.3
1985-02-09,1.9,2.8,1,96,NA,0,4.1,1006.9
1985-02-10,1.7,2.4,1,97,6,2,2,998.1
1985-02-11,0.9,1.6,0,83,13,5.1,0,1001.2
1985-02-12,0.1,2.2,-1,74,4.1,1.6,0,1008
